time_seconds,wind_mps
4136,20.0
4138,20.0
4140,20.0
4142,20.0
4144,20.0
4146,20.0
4148,20.0
4150,20.0
4152,20.0
4154,20.0
4156,20.0
4158,20.0
4160,20.0
4162,20.0
4164,20.0
4166,20.0
4168,20.0
4170,19.896
4172,19.694
4174,19.488
4176,19.277
4178,19.064
4180,18.85
4182,18.637
4184,18.427
4186,18.22
4188,18.018
4190,17.823
4192,17.636
4194,17.458
4196,17.291
4198,17.135
4200,16.993
4202,16.863
4204,16.748
4206,16.649
4208,16.565
4210,16.496
4212,16.444
4214,16.409
4216,16.39
4218,16.387
4220,16.4
4222,16.428
4224,16.472
4226,16.529
4228,16.601
4230,16.684
4232,16.779
4234,16.884
4236,16.999
4238,17.121
4240,17.249
4242,17.382
4244,17.519
4246,17.658
4248,17.797
4250,17.935
4252,18.07
4254,18.201
4256,18.326
4258,18.445
4260,18.554
4262,18.654
4264,18.743
4266,18.82
4268,18.884
4270,18.933
4272,18.967
4274,18.986
4276,18.989
4278,18.974
4280,18.943
4282,18.895
4284,18.83
4286,18.747
4288,18.648
4290,18.532
4292,18.401
4294,18.255
4296,18.094
4298,17.92
4300,17.733
4302,17.535
4304,17.327
4306,17.11
4308,16.886
4310,16.656
4312,16.421
4314,16.183
4316,15.944
4318,15.705
4320,15.468
4322,15.234
4324,15.004
4326,14.781
4328,14.565
4330,14.358
4332,14.161
4334,13.975
4336,13.802
4338,13.642
4340,13.496
4342,13.365
4344,13.249
4346,13.15
4348,13.067
4350,13.0
4352,12.95
4354,12.916
4356,12.899
4358,12.898
4360,12.912
4362,12.94
4364,12.983
4366,13.039
4368,13.107
4370,13.186
4372,13.275
4374,13.372
4376,13.477
4378,13.588
4380,13.703
4382,13.82
4384,13.939
4386,14.058
4388,14.176
4390,14.289
4392,14.399
4394,14.502
4396,14.597
4398,14.683
4400,14.76
4402,14.824
4404,14.877
4406,14.915
4408,14.94
4410,14.949
4412,14.942
4414,14.919
4416,14.88
4418,14.823
4420,14.75
4422,14.66
4424,14.553
4426,14.429
4428,14.29
4430,14.136
4432,13.967
4434,13.784
4436,13.589
4438,13.381
4440,13.164
4442,12.937
4444,12.702
4446,12.461
4448,12.215
4450,11.965
4452,11.714
4454,11.461
4456,11.21
4458,10.962
4460,10.717
4462,10.478
4464,10.247
4466,10.023
4468,9.81
4470,9.607
4472,9.416
4474,9.239
4476,9.075
4478,8.926
4480,8.793
4482,8.675
4484,8.574
4486,8.49
4488,8.422
4490,8.371
4492,8.337
4494,8.319
4496,8.317
4498,8.33
4500,8.358
4502,8.4
4504,8.454
4506,8.521
4508,8.598
4510,8.684
4512,8.779
4514,8.88
4516,8.987
4518,9.098
4520,9.211
4522,9.325
4524,9.438
4526,9.548
4528,9.655
4530,9.757
4532,9.852
4534,9.939
4536,10.017
4538,10.084
4540,10.139
4542,10.181
4544,10.21
4546,10.224
4548,10.223
4550,10.206
4552,10.173
4554,10.123
4556,10.056
4558,9.973
4560,9.874
4562,9.758
4564,9.626
4566,9.478
4568,9.316
4570,9.14
4572,8.951
4574,8.751
4576,8.539
4578,8.317
4580,8.088
4582,7.851
4584,7.609
4586,7.363
4588,7.114
4590,6.864
4592,6.615
4594,6.368
4596,6.124
4598,5.885
4600,5.653
4602,5.429
4604,5.215
4606,5.011
4608,4.818
4610,4.639
4612,4.473
4614,4.321
4616,4.186
4618,4.066
4620,3.962
4622,3.875
4624,3.806
4626,3.753
4628,3.717
4630,3.698
4632,3.695
4634,3.708
4636,3.736
4638,3.779
4640,3.835
4642,3.904
4644,3.985
4646,4.075
4648,4.175
4650,4.283
4652,4.396
4654,4.515
4656,4.637
4658,4.76
4660,4.884
4662,5.007
4664,5.126
4666,5.242
4668,5.352
4670,5.454
4672,5.548
4674,5.632
4676,5.705
4678,5.767
4680,5.815
4682,5.849
4684,5.868
4686,5.872
4688,5.861
4690,5.833
4692,5.788
4694,5.728
4696,5.65
4698,5.557
4700,5.447
4702,5.322
4704,5.182
4706,5.028
4708,4.861
4710,4.682
4712,4.491
4714,4.29
4716,4.081
4718,3.864
4720,3.641
4722,3.413
4724,3.182
4726,2.95
4728,2.718
4730,2.487
4732,2.259
4734,2.036
4736,1.819
4738,1.609
4740,1.408
4742,1.217
4744,1.038
4746,0.87
4748,0.717
4750,0.578
4752,0.454
4754,0.346
4756,0.254
4758,0.179
4760,0.121
4762,0.08
4764,0.057
4766,0.05
4768,0.061
4770,0.087
4772,0.129
4774,0.187
4776,0.258
4778,0.343
4780,0.44
4782,0.548
4784,0.666
4786,0.792
4788,0.926
4790,1.065
4792,1.208
4794,1.355
4796,1.502
4798,1.649
4800,1.794
4802,1.936
4804,2.073
4806,2.204
4808,2.327
4810,2.44
4812,2.544
4814,2.636
4816,2.716
4818,2.783
4820,2.835
4822,2.872
4824,2.894
4826,2.9
4828,2.89
4830,2.863
4832,2.82
4834,2.761
4836,2.686
4838,2.596
4840,2.49
4842,2.37
4844,2.236
4846,2.09
4848,1.932
4850,1.764
4852,1.586
4854,1.4
4856,1.208
4858,1.01
4860,0.809
4862,0.606
4864,0.401
4866,0.198
4868,0.0
4870,0.0
4872,0.0
4874,0.0
4876,0.0
4878,0.0
4880,0.0
4882,0.0
4884,0.0
4886,0.0
4888,0.0
4890,0.0
4892,0.0
4894,0.0
4896,0.0
4898,0.0
4900,0.0
4902,0.0
4904,0.0
4906,0.0
4908,0.0
4910,0.0
4912,0.0
4914,0.0
4916,0.0
4918,0.0
4920,0.0
4922,0.0
4924,0.0
4926,0.0
4928,0.0
4930,0.0
4932,0.02
4934,0.199
4936,0.377
4938,0.552
4940,0.724
4942,0.889
4944,1.048
4946,1.199
4948,1.34
4950,1.47
4952,1.588
4954,1.694
4956,1.785
4958,1.862
4960,1.924
4962,1.971
4964,2.001
4966,2.015
4968,2.013
4970,1.995
4972,1.96
4974,1.91
4976,1.845
4978,1.764
4980,1.67
4982,1.563
4984,1.443
4986,1.313
4988,1.173
4990,1.024
4992,0.867
4994,0.705
4996,0.538
4998,0.369
5000,0.198
5002,0.027
5004,0.0
5006,0.0
5008,0.0
5010,0.0
5012,0.0
5014,0.0
5016,0.0
5018,0.0
5020,0.0
5022,0.0
5024,0.0
5026,0.0
5028,0.0
5030,0.0
5032,0.0
5034,0.0
5036,0.0
5038,0.0
5040,0.0
5042,0.0
5044,0.0
5046,0.0
5048,0.0
5050,0.0
5052,0.0
5054,0.0
5056,0.0
5058,0.0
5060,0.0
5062,0.123
5064,0.327
5066,0.534
5068,0.745
5070,0.956
5072,1.167
5074,1.377
5076,1.583
5078,1.784
5080,1.979
5082,2.166
5084,2.344
5086,2.512
5088,2.668
5090,2.812
5092,2.943
5094,3.06
5096,3.161
5098,3.247
5100,3.318
5102,3.372
5104,3.409
5106,3.43
5108,3.435
5110,3.424
5112,3.398
5114,3.356
5116,3.3
5118,3.23
5120,3.148
5122,3.054
5124,2.949
5126,2.835
5128,2.713
5130,2.584
5132,2.45
5134,2.312
5136,2.172
5138,2.031
5140,1.891
5142,1.753
5144,1.619
5146,1.49
5148,1.369
5150,1.255
5152,1.15
5154,1.057
5156,0.975
5158,0.907
5160,0.852
5162,0.812
5164,0.788
5166,0.779
5168,0.788
5170,0.813
5172,0.855
5174,0.915
5176,0.992
5178,1.085
5180,1.195
5182,1.321
5184,1.462
5186,1.618
5188,1.787
5190,1.969
5192,2.163
5194,2.367
5196,2.58
5198,2.801
5200,3.029
5202,3.261
5204,3.497
5206,3.734
5208,3.972
5210,4.208
5212,4.442
5214,4.671
5216,4.895
5218,5.112
5220,5.32
5222,5.518
5224,5.705
5226,5.881
5228,6.043
5230,6.191
5232,6.325
5234,6.443
5236,6.545
5238,6.631
5240,6.701
5242,6.754
5244,6.79
5246,6.81
5248,6.815
5250,6.803
5252,6.777
5254,6.737
5256,6.683
5258,6.617
5260,6.539
5262,6.452
5264,6.355
5266,6.251
5268,6.141
5270,6.026
5272,5.908
5274,5.788
5276,5.668
5278,5.549
5280,5.433
5282,5.322
5284,5.216
5286,5.118
5288,5.029
5290,4.949
5292,4.88
5294,4.824
5296,4.781
5298,4.752
5300,4.739
5302,4.741
5304,4.759
5306,4.793
5308,4.845
5310,4.913
5312,4.998
5314,5.101
5316,5.219
5318,5.354
5320,5.504
5322,5.669
5324,5.848
5326,6.039
5328,6.243
5330,6.458
5332,6.682
5334,6.914
5336,7.153
5338,7.398
5340,7.647
5342,7.898
5344,8.149
5346,8.4
5348,8.649
5350,8.895
5352,9.135
5354,9.368
5356,9.593
5358,9.809
5360,10.014
5362,10.208
5364,10.389
5366,10.556
5368,10.708
5370,10.845
5372,10.966
5374,11.071
5376,11.16
5378,11.232
5380,11.287
5382,11.325
5384,11.347
5386,11.353
5388,11.343
5390,11.319
5392,11.28
5394,11.229
5396,11.165
5398,11.091
5400,11.007
5402,10.914
5404,10.814
5406,10.709
5408,10.599
5410,10.486
5412,10.373
5414,10.26
5416,10.148
5418,10.04
5420,9.937
5422,9.841
5424,9.752
5426,9.672
5428,9.603
5430,9.545
5432,9.499
5434,9.467
5436,9.45
5438,9.448
5440,9.461
5442,9.49
5444,9.536
5446,9.599
5448,9.678
5450,9.774
5452,9.887
5454,10.015
5456,10.159
5458,10.318
5460,10.491
5462,10.678
5464,10.876
5466,11.086
5468,11.305
5470,11.534
5472,11.769
5474,12.011
5476,12.257
5478,12.506
5480,12.756
5482,13.007
5484,13.255
5486,13.501
5488,13.741
5490,13.976
5492,14.202
5494,14.42
5496,14.628
5498,14.824
5500,15.008
5502,15.178
5504,15.334
5506,15.475
5508,15.6
5510,15.708
5512,15.8
5514,15.875
5516,15.933
5518,15.974
5520,15.998
5522,16.006
5524,15.998
5526,15.974
5528,15.936
5530,15.884
5532,15.819
5534,15.743
5536,15.656
5538,15.559
5540,15.455
5542,15.344
5544,15.227
5546,15.107
5548,14.985
5550,14.863
5552,14.741
5554,14.621
5556,14.506
5558,14.396
5560,14.293
5562,14.198
5564,14.112
5566,14.037
5568,13.974
5570,13.924
5572,13.888
5574,13.866
5576,13.859
5578,13.868
5580,13.894
5582,13.935
5584,13.994
5586,14.068
5588,14.159
5590,14.266
5592,14.389
5594,14.526
5596,14.678
5598,14.844
5600,15.022
5602,15.211
5604,15.411
5606,15.62
5608,15.837
5610,16.06
5612,16.288
5614,16.52
5616,16.754
5618,16.988
5620,17.221
5622,17.451
5624,17.677
5626,17.898
5628,18.111
5630,18.316
5632,18.512
5634,18.696
5636,18.868
5638,19.027
5640,19.171
5642,19.301
5644,19.415
5646,19.512
5648,19.593
5650,19.657
5652,19.704
5654,19.734
5656,19.746
5658,19.742
5660,19.721
5662,19.685
5664,19.633
5666,19.567
5668,19.487
5670,19.395
5672,19.292
5674,19.178
5676,19.056
5678,18.926
5680,18.79
5682,18.649
5684,18.505
5686,18.36
5688,18.214
5690,18.071
5692,17.93
5694,17.794
5696,17.663
5698,17.54
5700,17.426
5702,17.322
5704,17.229
5706,17.148
5708,17.08
5710,17.026
5712,16.987
5714,16.963
5716,16.955
5718,16.964
5720,16.988
5722,17.029
5724,17.086
5726,17.159
5728,17.248
5730,17.352
5732,17.471
5734,17.603
5736,17.749
5738,17.906
5740,18.074
5742,18.252
5744,18.438
5746,18.631
5748,18.829
5750,19.032
5752,19.237
5754,19.444
5756,19.65
5758,19.854
5760,20.0
5762,20.0
5764,20.0
5766,20.0
5768,20.0
5770,20.0
5772,20.0
5774,20.0
5776,20.0
5778,20.0
5780,20.0
5782,20.0
5784,20.0
5786,20.0
5788,20.0
5790,20.0
5792,20.0
5794,20.0
5796,20.0
5798,20.0
5800,20.0
5802,20.0
5804,20.0
5806,20.0
5808,20.0
5810,20.0
5812,20.0
5814,20.0
5816,20.0
5818,20.0
5820,20.0
5822,19.998
5824,19.821
5826,19.645
5828,19.471
5830,19.301
5832,19.136
5834,18.978
5836,18.827
5838,18.686
5840,18.556
5842,18.437
5844,18.33
5846,18.237
5848,18.159
5850,18.095
5852,18.047
5854,18.015
5856,17.999
5858,17.999
5860,18.016
5862,18.049
5864,18.098
5866,18.162
5868,18.241
5870,18.334
5872,18.44
5874,18.559
5876,18.689
5878,18.829
5880,18.978
5882,19.135
5884,19.299
5886,19.467
5888,19.638
5890,19.811
5892,19.984
5894,20.0
5896,20.0
5898,20.0
5900,20.0
5902,20.0
5904,20.0
5906,20.0
5908,20.0
5910,20.0
5912,20.0
5914,20.0
5916,20.0
5918,20.0
5920,20.0
5922,20.0
5924,20.0
5926,20.0
5928,20.0
5930,20.0
5932,20.0
5934,20.0
5936,20.0
5938,20.0
5940,20.0
5942,20.0
5944,20.0
5946,20.0
5948,20.0
5950,20.0
5952,20.0
5954,19.847
5956,19.643
5958,19.435
5960,19.226
5962,19.017
5964,18.809
5966,18.604
5968,18.404
5970,18.209
5972,18.022
5974,17.844
5976,17.675
5978,17.518
5980,17.373
5982,17.241
5984,17.123
5986,17.019
5988,16.931
5990,16.859
5992,16.803
5994,16.763
5996,16.74
5998,16.733
6000,16.742
6002,16.767
6004,16.807
6006,16.861
6008,16.929
6010,17.011
6012,17.104
6014,17.208
6016,17.322
6018,17.444
6020,17.573
6022,17.708
6024,17.847
6026,17.988
6028,18.131
6030,18.273
6032,18.414
6034,18.551
6036,18.683
6038,18.808
6040,18.926
6042,19.035
6044,19.133
6046,19.219
6048,19.293
6050,19.353
6052,19.398
6054,19.428
6056,19.443
6058,19.44
6060,19.421
6062,19.384
6064,19.331
6066,19.26
6068,19.173
6070,19.068
6072,18.948
6074,18.812
6076,18.662
6078,18.497
6080,18.32
6082,18.13
6084,17.93
6086,17.721
6088,17.503
6090,17.279
6092,17.049
6094,16.816
6096,16.58
6098,16.344
6100,16.108
6102,15.875
6104,15.646
6106,15.422
6108,15.205
6110,14.996
6112,14.796
6114,14.608
6116,14.431
6118,14.266
6120,14.116
6122,13.98
6124,13.859
6126,13.754
6128,13.666
6130,13.593
6132,13.537
6134,13.498
6136,13.475
6138,13.468
6140,13.476
6142,13.5
6144,13.538
6146,13.59
6148,13.654
6150,13.73
6152,13.816
6154,13.912
6156,14.015
6158,14.125
6160,14.24
6162,14.359
6164,14.479
6166,14.6
6168,14.721
6170,14.838
6172,14.952
6174,15.06
6176,15.161
6178,15.254
6180,15.337
6182,15.41
6184,15.47
6186,15.517
6188,15.55
6190,15.569
6192,15.572
6194,15.559
6196,15.529
6198,15.482
6200,15.419
6202,15.339
6204,15.241
6206,15.128
6208,14.998
6210,14.852
6212,14.691
6214,14.517
6216,14.329
6218,14.128
6220,13.917
6222,13.696
6224,13.466
6226,13.229
6228,12.986
6230,12.739
6232,12.489
6234,12.238
6236,11.987
6238,11.738
6240,11.492
6242,11.251
6244,11.016
6246,10.789
6248,10.571
6250,10.363
6252,10.167
6254,9.983
6256,9.813
6258,9.657
6260,9.517
6262,9.392
6264,9.283
6266,9.19
6268,9.115
6270,9.056
6272,9.014
6274,8.988
6276,8.978
6278,8.984
6280,9.005
6282,9.04
6284,9.088
6286,9.149
6288,9.221
6290,9.303
6292,9.394
6294,9.492
6296,9.596
6298,9.705
6300,9.817
6302,9.93
6304,10.044
6306,10.155
6308,10.264
6310,10.368
6312,10.467
6314,10.557
6316,10.64
6318,10.711
6320,10.772
6322,10.821
6324,10.856
6326,10.877
6328,10.883
6330,10.873
6332,10.847
6334,10.805
6336,10.747
6338,10.671
6340,10.579
6342,10.47
6344,10.345
6346,10.205
6348,10.049
6350,9.879
6352,9.695
6354,9.499
6356,9.292
6358,9.074
6360,8.847
6362,8.613
6364,8.372
6366,8.126
6368,7.877
6370,7.627
6372,7.376
6374,7.126
6376,6.879
6378,6.636
6380,6.4
6382,6.17
6384,5.949
6386,5.738
6388,5.538
6390,5.35
6392,5.176
6394,5.016
6396,4.87
6398,4.741
6400,4.627
6402,4.53
6404,4.45
6406,4.387
6408,4.341
6410,4.312
6412,4.299
6414,4.302
6416,4.321
6418,4.355
6420,4.402
6422,4.463
6424,4.536
6426,4.619
6428,4.712
6430,4.814
6432,4.923
6434,5.037
6436,5.155
6438,5.275
6440,5.397
6442,5.518
6444,5.637
6446,5.753
6448,5.863
6450,5.967
6452,6.063
6454,6.149
6456,6.226
6458,6.291
6460,6.343
6462,6.381
6464,6.406
6466,6.415
6468,6.408
6470,6.386
6472,6.347
6474,6.292
6476,6.22
6478,6.132
6480,6.027
6482,5.907
6484,5.772
6486,5.622
6488,5.458
6490,5.282
6492,5.094
6494,4.895
6496,4.686
6498,4.47
6500,4.247
6502,4.018
6504,3.785
6506,3.551
6508,3.315
6510,3.08
6512,2.847
6514,2.618
6516,2.394
6518,2.177
6520,1.969
6522,1.769
6524,1.581
6526,1.404
6528,1.24
6530,1.09
6532,0.955
6534,0.835
6536,0.732
6538,0.645
6540,0.575
6542,0.522
6544,0.486
6546,0.468
6548,0.466
6550,0.481
6552,0.512
6554,0.558
6556,0.619
6558,0.693
6560,0.78
6562,0.879
6564,0.989
6566,1.107
6568,1.234
6570,1.366
6572,1.504
6574,1.645
6576,1.789
6578,1.932
6580,2.074
6582,2.214
6584,2.35
6586,2.48
6588,2.603
6590,2.717
6592,2.822
6594,2.916
6596,2.998
6598,3.067
6600,3.123
6602,3.164
6604,3.189
6606,3.199
6608,3.193
6610,3.17
6612,3.132
6614,3.076
6616,3.005
6618,2.918
6620,2.815
6622,2.698
6624,2.567
6626,2.423
6628,2.266
6630,2.099
6632,1.921
6634,1.735
6636,1.541
6638,1.342
6640,1.138
6642,0.931
6644,0.723
6646,0.514
6648,0.308
6650,0.104
6652,0.0
6654,0.0
6656,0.0
6658,0.0
6660,0.0
6662,0.0
6664,0.0
6666,0.0
6668,0.0
6670,0.0
6672,0.0
6674,0.0
6676,0.0
6678,0.0
6680,0.0
6682,0.0
6684,0.0
6686,0.0
6688,0.0
6690,0.0
6692,0.0
6694,0.0
6696,0.0
6698,0.0
6700,0.0
6702,0.0
6704,0.0
6706,0.0
6708,0.0
6710,0.0
6712,0.0
6714,0.171
6716,0.345
6718,0.517
6720,0.686
6722,0.85
6724,1.008
6726,1.158
6728,1.299
6730,1.43
6732,1.55
6734,1.658
6736,1.752
6738,1.831
6740,1.897
6742,1.946
6744,1.98
6746,1.998
6748,1.999
6750,1.984
6752,1.953
6754,1.906
6756,1.843
6758,1.766
6760,1.674
6762,1.568
6764,1.45
6766,1.321
6768,1.18
6770,1.031
6772,0.874
6774,0.71
6776,0.54
6778,0.367
6780,0.192
6782,0.016
6784,0.0
6786,0.0
6788,0.0
6790,0.0
6792,0.0
6794,0.0
6796,0.0
6798,0.0
6800,0.0
6802,0.0
6804,0.0
6806,0.0
6808,0.0
6810,0.0
6812,0.0
6814,0.0
6816,0.0
6818,0.0
6820,0.0
6822,0.0
6824,0.0
6826,0.0
6828,0.0
6830,0.0
6832,0.0
6834,0.0
6836,0.0
6838,0.0
6840,0.0
6842,0.0
6844,0.0
6846,0.191
6848,0.396
6850,0.603
6852,0.81
6854,1.017
6856,1.22
6858,1.42
6860,1.614
6862,1.801
6864,1.979
6866,2.148
6868,2.306
6870,2.452
6872,2.586
6874,2.705
6876,2.81
6878,2.9
6880,2.974
6882,3.032
6884,3.074
6886,3.099
6888,3.108
6890,3.101
6892,3.079
6894,3.04
6896,2.987
6898,2.92
6900,2.84
6902,2.748
6904,2.645
6906,2.531
6908,2.409
6910,2.28
6912,2.144
6914,2.004
6916,1.861
6918,1.717
6920,1.572
6922,1.429
6924,1.289
6926,1.154
6928,1.025
6930,0.903
6932,0.79
6934,0.688
6936,0.596
6938,0.518
6940,0.452
6942,0.401
6944,0.366
6946,0.346
6948,0.342
6950,0.355
6952,0.386
6954,0.433
6956,0.498
6958,0.58
6960,0.678
6962,0.793
6964,0.923
6966,1.068
6968,1.228
6970,1.401
6972,1.585
6974,1.781
6976,1.987
6978,2.201
6980,2.422
6982,2.649
6984,2.88
6986,3.114
6988,3.349
6990,3.583
6992,3.815
6994,4.044
6996,4.268
6998,4.486
7000,4.695
7002,4.896
7004,5.086
7006,5.264
7008,5.43
7010,5.583
7012,5.721
7014,5.844
7016,5.952
7018,6.044
7020,6.119
7022,6.178
7024,6.22
7026,6.246
7028,6.255
7030,6.249
7032,6.228
7034,6.192
7036,6.142
7038,6.08
7040,6.006
7042,5.921
7044,5.826
7046,5.724
7048,5.614
7050,5.499
7052,5.38
7054,5.259
7056,5.137
7058,5.015
7060,4.895
7062,4.78
7064,4.669
7066,4.565
7068,4.469
7070,4.382
7072,4.306
7074,4.242
7076,4.19
7078,4.152
7080,4.129
7082,4.122
7084,4.13
7086,4.154
7088,4.196
7090,4.254
7092,4.329
7094,4.422
7096,4.531
7098,4.656
7100,4.797
7102,4.953
7104,5.123
7106,5.308
7108,5.504
7110,5.712
7112,5.93
7114,6.157
7116,6.392
7118,6.633
7120,6.879
7122,7.128
7124,7.378
7126,7.629
7128,7.878
7130,8.124
7132,8.366
7134,8.602
7136,8.83
7138,9.05
7140,9.26
7142,9.459
7144,9.646
7146,9.819
7148,9.978
7150,10.122
7152,10.251
7154,10.363
7156,10.46
7158,10.539
7160,10.602
7162,10.648
7164,10.678
7166,10.691
7168,10.689
7170,10.671
7172,10.64
7174,10.594
7176,10.536
7178,10.467
7180,10.387
7182,10.298
7184,10.202
7186,10.099
7188,9.991
7190,9.88
7192,9.767
7194,9.653
7196,9.541
7198,9.431
7200,9.326
7202,9.226
7204,9.133
7206,9.049
7208,8.974
7210,8.911
7212,8.859
7214,8.821
7216,8.796
7218,8.787
7220,8.793
7222,8.814
7224,8.853
7226,8.908
7228,8.979
7230,9.067
7232,9.172
7234,9.294
7236,9.431
7238,9.583
7240,9.75
7242,9.93
7244,10.124
7246,10.329
7248,10.545
7250,10.77
7252,11.003
7254,11.243
7256,11.488
7258,11.736
7260,11.987
7262,12.239
7264,12.49
7266,12.738
7268,12.983
7270,13.222
7272,13.454
7274,13.677
7276,13.892
7278,14.095
7280,14.287
7282,14.465
7284,14.63
7286,14.78
7288,14.914
7290,15.032
7292,15.134
7294,15.219
7296,15.287
7298,15.339
7300,15.373
7302,15.391
7304,15.392
7306,15.378
7308,15.349
7310,15.306
7312,15.249
7314,15.18
7316,15.1
7318,15.01
7320,14.911
7322,14.805
7324,14.694
7326,14.577
7328,14.458
7330,14.338
7332,14.218
7334,14.099
7336,13.984
7338,13.873
7340,13.768
7342,13.671
7344,13.583
7346,13.505
7348,13.439
7350,13.385
7352,13.344
7354,13.317
7356,13.305
7358,13.309
7360,13.329
7362,13.365
7364,13.417
7366,13.486
7368,13.572
7370,13.674
7372,13.791
7374,13.924
7376,14.072
7378,14.233
7380,14.408
7382,14.595
7384,14.793
7386,15.0
7388,15.216
7390,15.439
7392,15.668
7394,15.901
7396,16.137
7398,16.374
7400,16.611
7402,16.846
7404,17.078
7406,17.304
7408,17.525
7410,17.737
7412,17.941
7414,18.134
7416,18.315
7418,18.484
7420,18.639
7422,18.78
7424,18.905
7426,19.014
7428,19.107
7430,19.183
7432,19.242
7434,19.283
7436,19.308
7438,19.315
7440,19.306
7442,19.281
7444,19.241
7446,19.185
7448,19.116
7450,19.034
7452,18.939
7454,18.834
7456,18.72
7458,18.597
7460,18.468
7462,18.333
7464,18.194
7466,18.053
7468,17.911
7470,17.771
7472,17.632
7474,17.497
7476,17.367
7478,17.245
7480,17.13
7482,17.024
7484,16.929
7486,16.846
7488,16.776
7490,16.719
7492,16.676
7494,16.649
7496,16.637
7498,16.641
7500,16.661
7502,16.698
7504,16.751
7506,16.821
7508,16.906
7510,17.007
7512,17.122
7514,17.252
7516,17.395
7518,17.551
7520,17.718
7522,17.895
7524,18.082
7526,18.275
7528,18.476
7530,18.681
7532,18.889
7534,19.1
7536,19.31
7538,19.52
7540,19.726
7542,19.929
7544,20.0
7546,20.0
7548,20.0
7550,20.0
7552,20.0
7554,20.0
7556,20.0
7558,20.0
7560,20.0
7562,20.0
7564,20.0
7566,20.0
7568,20.0
7570,20.0
7572,20.0
7574,20.0
7576,20.0
7578,20.0
7580,20.0
7582,20.0
7584,20.0
7586,20.0
7588,20.0
7590,20.0
7592,20.0
7594,20.0
7596,20.0
7598,20.0
7600,20.0
7602,19.997
7604,19.826
7606,19.653
7608,19.483
7610,19.315
7612,19.152
7614,18.995
7616,18.845
7618,18.704
7620,18.572
7622,18.452
7624,18.344
7626,18.248
7628,18.167
7630,18.101
7632,18.049
7634,18.014
7636,17.994
7638,17.991
7640,18.005
7642,18.034
7644,18.079
7646,18.14
7648,18.217
7650,18.307
7652,18.412
7654,18.529
7656,18.658
7658,18.798
7660,18.948
7662,19.106
7664,19.271
7666,19.441
7668,19.615
7670,19.792
7672,19.971
7674,20.0
7676,20.0
7678,20.0
7680,20.0
7682,20.0
7684,20.0
7686,20.0
7688,20.0
7690,20.0
7692,20.0
7694,20.0
7696,20.0
7698,20.0
7700,20.0
7702,20.0
7704,20.0
7706,20.0
7708,20.0
7710,20.0
7712,20.0
7714,20.0
7716,20.0
7718,20.0
7720,20.0
7722,20.0
7724,20.0
7726,20.0
7728,20.0
7730,20.0
7732,20.0
7734,20.0
7736,19.963
7738,19.761
7740,19.556
7742,19.351
7744,19.147
7746,18.945
7748,18.746
7750,18.553
7752,18.366
7754,18.188
7756,18.018
7758,17.859
7760,17.712
7762,17.578
7764,17.457
7766,17.35
7768,17.259
7770,17.183
7772,17.123
7774,17.079
7776,17.052
7778,17.041
7780,17.046
7782,17.067
7784,17.103
7786,17.155
7788,17.22
7790,17.299
7792,17.39
7794,17.493
7796,17.606
7798,17.728
7800,17.858
7802,17.994
7804,18.135
7806,18.279
7808,18.426
7810,18.572
7812,18.718
7814,18.86
7816,18.999
7818,19.131
7820,19.257
7822,19.374
7824,19.481
7826,19.578
7828,19.661
7830,19.732
7832,19.789
7834,19.83
7836,19.856
7838,19.865
7840,19.858
7842,19.834
7844,19.792
7846,19.734
7848,19.658
7850,19.565
7852,19.456
7854,19.332
7856,19.192
7858,19.038
7860,18.87
7862,18.69
7864,18.498
7866,18.296
7868,18.086
7870,17.868
7872,17.644
7874,17.415
7876,17.184
7878,16.951
7880,16.718
7882,16.486
7884,16.258
7886,16.034
7888,15.817
7890,15.607
7892,15.405
7894,15.214
7896,15.034
7898,14.866
7900,14.711
7902,14.571
7904,14.445
7906,14.335
7908,14.241
7910,14.163
7912,14.102
7914,14.057
7916,14.028
7918,14.016
7920,14.019
7922,14.038
7924,14.072
7926,14.119
7928,14.18
7930,14.253
7932,14.336
7934,14.43
7936,14.532
7938,14.641
7940,14.756
7942,14.875
7944,14.997
7946,15.12
7948,15.244
7950,15.365
7952,15.483
7954,15.596
7956,15.703
7958,15.802
7960,15.892
7962,15.972
7964,16.041
7966,16.097
7968,16.139
7970,16.167
7972,16.179
7974,16.176
7976,16.157
7978,16.12
7980,16.067
7982,15.997
7984,15.91
7986,15.806
7988,15.686
7990,15.549
7992,15.398
7994,15.232
7996,15.052
7998,14.859
8000,14.654
8002,14.439
8004,14.215
8006,13.983
8008,13.744
8010,13.5
8012,13.253
8014,13.003
8016,12.753
8018,12.504
8020,12.257
8022,12.015
8024,11.778
8026,11.548
8028,11.326
8030,11.114
8032,10.913
8034,10.724
8036,10.548
8038,10.386
8040,10.238
8042,10.106
8044,9.99
8046,9.89
8048,9.806
8050,9.74
8052,9.69
8054,9.657
8056,9.639
8058,9.638
8060,9.652
8062,9.681
8064,9.723
8066,9.778
8068,9.845
8070,9.922
8072,10.009
8074,10.104
8076,10.206
8078,10.313
8080,10.423
8082,10.536
8084,10.65
8086,10.763
8088,10.873
8090,10.98
8092,11.082
8094,11.176
8096,11.263
8098,11.34
8100,11.406
8102,11.461
8104,11.502
8106,11.53
8108,11.543
8110,11.541
8112,11.524
8114,11.489
8116,11.438
8118,11.371
8120,11.287
8122,11.186
8124,11.068
8126,10.935
8128,10.786
8130,10.622
